13315.00,030420,
4,88,190,12,245,164,254,224,255,135,0,55,255,141,
4,36,190,0,246,72,254,192,255,153,0,64,255,131,
4,80,190,56,246,220,254,224,255,180,0,85,255,123,
4,152,190,36,246,116,254,224,255,196,0,84,255,143,
4,152,190,36,246,116,254,224,255,196,0,84,255,143,
4,104,190,52,246,56,254,192,255,184,0,64,255,154,
4,92,190,40,246,108,254,224,255,169,0,73,255,129,
4,124,190,84,246,108,254,192,255,168,0,81,255,130,
4,124,190,84,246,108,254,192,255,168,0,81,255,130,
4,124,190,76,246,32,254,224,255,157,0,73,255,147,
4,92,189,240,246,12,254,224,255,178,0,62,255,147,
4,108,189,188,245,180,254,192,255,199,0,64,255,140,
4,108,189,188,245,180,254,192,255,199,0,64,255,140,
4,144,189,240,245,52,254,224,255,174,0,77,255,151,
4,152,189,188,245,56,254,192,255,169,0,56,255,127,
4,48,190,36,245,220,254,224,255,182,0,46,255,121,
4,48,190,36,245,220,254,224,255,182,0,46,255,121,
4,92,190,52,246,40,254,224,255,182,0,69,255,131,
4,88,190,56,245,180,254,224,255,180,0,81,255,165,
4,88,190,56,245,180,254,224,255,180,0,81,255,165,
4,48,189,176,245,172,254,224,255,182,0,87,255,150,
3,228,189,244,245,160,254,224,255,157,0,90,255,153,
4,100,190,84,246,40,254,224,255,170,0,76,255,141,
4,100,190,84,246,40,254,224,255,170,0,76,255,141,
4,144,190,108,246,12,255,0,255,170,0,73,255,138,
4,128,190,156,245,132,254,192,255,181,0,63,255,165,
4,64,190,64,245,176,254,224,255,191,0,53,255,189,
4,64,190,64,245,176,254,224,255,191,0,53,255,189,
4,84,189,200,246,48,254,224,255,175,0,41,255,151,
4,12,190,64,246,152,254,224,255,179,0,49,255,127,
4,24,190,32,246,40,254,192,255,181,0,45,255,158,
4,24,190,32,246,40,254,192,255,181,0,45,255,158,
4,116,190,104,245,180,254,224,255,165,0,56,255,160,
4,20,190,76,245,184,254,224,255,196,0,68,255,150,
4,24,190,40,245,140,254,224,255,195,0,62,255,119,
4,24,190,40,245,140,254,224,255,195,0,62,255,119,
4,120,190,60,246,76,254,192,255,179,0,82,255,167,
