13308.00,030420,
4,80,189,212,245,240,254,224,255,166,0,75,255,151,
4,140,189,228,246,104,254,224,255,158,0,57,255,143,
4,140,189,228,246,104,254,224,255,158,0,57,255,143,
4,100,190,8,245,144,254,224,255,154,0,60,255,148,
4,132,190,4,246,4,254,192,255,161,0,79,255,150,
4,172,190,108,245,184,254,192,255,172,0,83,255,156,
4,172,190,108,245,184,254,192,255,172,0,83,255,156,
4,84,190,80,246,48,254,224,255,183,0,71,255,144,
4,76,190,112,245,228,254,224,255,169,0,60,255,151,
4,104,190,232,245,252,254,224,255,187,0,67,255,143,
4,104,190,232,245,252,254,224,255,187,0,67,255,143,
4,156,190,108,245,100,254,224,255,185,0,68,255,141,
4,68,190,116,245,164,254,224,255,170,0,61,255,140,
4,88,190,196,245,204,254,224,255,169,0,70,255,140,
4,88,190,196,245,204,254,224,255,169,0,70,255,140,
4,188,190,128,245,168,254,224,255,183,0,81,255,143,
4,144,190,116,245,244,254,224,255,184,0,85,255,152,
4,140,190,92,246,76,255,0,255,161,0,85,255,146,
4,140,190,92,246,76,255,0,255,161,0,85,255,146,
4,136,190,84,245,236,254,224,255,162,0,73,255,130,
4,140,190,60,246,12,254,224,255,172,0,66,255,128,
4,188,190,84,245,160,254,192,255,180,0,68,255,143,
4,188,190,84,245,160,254,192,255,180,0,68,255,143,
4,204,190,64,245,176,254,224,255,190,0,99,255,146,
4,100,190,84,246,36,254,224,255,187,0,92,255,126,
4,100,190,84,246,36,254,224,255,187,0,92,255,126,
4,152,190,40,246,100,254,224,255,179,0,68,255,116,
4,172,190,60,246,20,254,192,255,184,0,53,255,152,
4,76,190,88,245,204,254,192,255,191,0,72,255,176,
4,76,190,88,245,204,254,192,255,191,0,72,255,176,
4,108,190,96,246,28,254,192,255,186,0,84,255,152,
4,156,190,96,246,20,254,192,255,175,0,80,255,128,
4,144,190,196,245,220,254,224,255,173,0,81,255,133,
4,144,190,196,245,220,254,224,255,173,0,81,255,133,
4,152,190,136,246,48,254,192,255,159,0,87,255,145,
4,88,190,132,246,156,254,224,255,159,0,73,255,133,
4,24,190,20,245,204,254,192,255,174,0,96,255,137,
4,24,190,20,245,204,254,192,255,174,0,96,255,137,
4,76,189,208,246,76,254,224,255,172,0,88,255,147,
4,148,189,248,246,116,254,224,255,178,0,78,255,155,
4,152,190,4,246,60,254,224,255,184,0,67,255,144,
4,152,190,4,246,60,254,224,255,184,0,67,255,144,
4,48,190,40,246,112,254,192,255,183,0,62,255,128,
4,84,190,40,245,252,254,224,255,181,0,71,255,146,
4,92,190,160,245,128,254,224,255,173,0,64,255,163,
4,92,190,160,245,128,254,224,255,173,0,64,255,163,
4,192,190,76,245,164,254,192,255,176,0,65,255,146,
4,116,190,60,246,32,254,224,255,191,0,64,255,156,
4,32,190,120,246,76,254,224,255,180,0,89,255,157,
4,32,190,120,246,76,254,224,255,180,0,89,255,157,
4,44,190,44,246,44,254,224,255,169,0,95,255,168,
4,72,190,124,246,0,254,224,255,155,0,85,255,155,
4,116,190,88,245,236,254,224,255,167,0,77,255,149,
4,116,190,88,245,236,254,224,255,167,0,77,255,149,
4,60,189,248,246,40,254,224,255,177,0,73,255,125,
4,44,189,212,245,92,254,192,255,172,0,70,255,120,
4,44,189,212,245,92,254,192,255,172,0,70,255,120,
4,64,190,84,245,208,254,224,255,173,0,78,255,122,
4,108,190,116,246,44,254,224,255,176,0,58,255,110,
4,92,189,224,245,172,254,224,255,160,0,74,255,139,
4,92,189,224,245,172,254,224,255,160,0,74,255,139,
4,144,190,68,245,144,254,224,255,160,0,77,255,167,
4,136,190,136,245,232,254,192,255,171,0,60,255,156,
4,132,190,88,245,204,254,224,255,178,0,68,255,142,
4,132,190,88,245,204,254,224,255,178,0,68,255,142,
4,216,190,172,246,20,255,0,255,179,0,81,255,129,
4,124,190,116,246,68,254,192,255,180,0,80,255,137,
4,68,190,72,245,192,254,192,255,180,0,83,255,141,
4,68,190,72,245,192,254,192,255,180,0,83,255,141,
4,68,190,120,245,140,254,192,255,177,0,90,255,156,
4,160,190,84,245,124,254,224,255,182,0,86,255,150,
4,156,190,136,245,188,254,192,255,176,0,91,255,130,
4,156,190,136,245,188,254,192,255,176,0,91,255,130,
4,36,190,144,246,152,254,224,255,166,0,94,255,133,
4,76,190,48,246,64,254,192,255,173,0,86,255,140,
4,108,189,208,245,188,254,192,255,184,0,88,255,146,
4,108,189,208,245,188,254,192,255,184,0,88,255,146,
4,44,189,232,246,36,254,192,255,182,0,73,255,144,
3,220,189,224,245,228,254,224,255,171,0,60,255,137,
3,220,189,224,245,228,254,224,255,171,0,60,255,137,
3,216,189,212,246,36,254,224,255,166,0,61,255,126,
4,104,190,28,246,64,254,224,255,163,0,77,255,127,
4,116,189,248,246,52,254,224,255,190,0,106,255,126,
4,116,189,248,246,52,254,224,255,190,0,106,255,126,
4,60,190,56,246,76,254,192,255,199,0,92,255,152,
4,120,190,156,246,84,255,0,255,170,0,56,255,166,
4,112,190,128,246,40,254,192,255,150,0,68,255,143,
4,112,190,128,246,40,254,192,255,150,0,68,255,143,
4,84,190,52,246,200,255,0,255,154,0,70,255,169,
4,84,190,52,246,200,255,0,255,154,0,70,255,169,
4,80,190,80,246,88,254,192,255,176,0,64,255,197,
4,80,190,80,246,88,254,192,255,176,0,64,255,197,
4,24,190,68,246,92,255,0,255,179,0,69,255,154,
4,24,190,68,246,92,255,0,255,179,0,69,255,154,
4,24,190,24,245,216,254,192,255,185,0,53,255,132,
4,24,190,24,245,216,254,192,255,185,0,53,255,132,
4,40,190,60,246,44,254,224,255,190,0,64,255,119,
4,40,190,60,246,44,254,224,255,190,0,64,255,119,
4,28,189,232,245,140,254,224,255,201,0,85,255,126,
4,28,189,232,245,140,254,224,255,201,0,85,255,126,
4,28,189,232,245,140,254,224,255,201,0,85,255,126,
4,136,190,28,245,252,254,224,255,186,0,55,255,129,
4,136,190,28,245,252,254,224,255,186,0,55,255,129,
4,48,190,140,245,252,254,224,255,175,0,60,255,141,
4,48,190,140,245,252,254,224,255,175,0,60,255,141,
4,28,190,28,246,16,254,224,255,162,0,86,255,150,
4,28,190,28,246,16,254,224,255,162,0,86,255,150,
4,128,189,236,245,224,254,192,255,156,0,78,255,150,
4,128,189,236,245,224,254,192,255,156,0,78,255,150,
4,124,190,28,246,48,254,224,255,167,0,70,255,133,
4,124,190,28,246,48,254,224,255,167,0,70,255,133,
4,76,189,248,246,80,254,224,255,175,0,66,255,141,
4,76,189,248,246,80,254,224,255,175,0,66,255,141,
4,76,189,248,246,80,254,224,255,175,0,66,255,141,
4,28,190,0,246,84,254,224,255,170,0,64,255,130,
4,28,190,0,246,84,254,224,255,170,0,64,255,130,
4,80,190,20,246,36,254,224,255,175,0,69,255,141,
4,80,190,20,246,36,254,224,255,175,0,69,255,141,
4,16,190,84,246,76,254,224,255,173,0,56,255,143,
4,16,190,84,246,76,254,224,255,173,0,56,255,143,
4,156,190,12,246,40,254,224,255,162,0,41,255,124,
4,156,190,12,246,40,254,224,255,162,0,41,255,124,
4,96,190,96,245,228,254,224,255,152,0,56,255,129,
4,96,190,96,245,228,254,224,255,152,0,56,255,129,
4,24,190,48,246,28,254,224,255,172,0,74,255,135,
4,24,190,48,246,28,254,224,255,172,0,74,255,135,
4,24,190,48,246,28,254,224,255,172,0,74,255,135,
4,80,190,124,245,132,254,224,255,174,0,84,255,126,
4,80,190,124,245,132,254,224,255,174,0,84,255,126,
4,104,190,128,246,36,254,224,255,177,0,64,255,135,
4,104,190,128,246,36,254,224,255,177,0,64,255,135,
4,128,190,124,245,176,254,224,255,189,0,56,255,149,
4,128,190,124,245,176,254,224,255,189,0,56,255,149,
4,140,190,32,245,68,254,224,255,185,0,51,255,129,
4,140,190,32,245,68,254,224,255,185,0,51,255,129,
4,68,190,80,245,176,255,0,255,174,0,68,255,128,
4,68,190,80,245,176,255,0,255,174,0,68,255,128,
4,128,190,48,245,252,254,224,255,154,0,48,255,127,
4,128,190,48,245,252,254,224,255,154,0,48,255,127,
4,72,190,20,246,8,254,224,255,166,0,52,255,145,
4,72,190,20,246,8,254,224,255,166,0,52,255,145,
4,72,190,20,246,8,254,224,255,166,0,52,255,145,
